,CITY,STATE,IBGE_DU,IBGE_DU_URBAN,IBGE_POP,IBGE_15-59,IDHM,LONG,LAT,GDP,GDP_CAPITA
293,Araçaí,MG,719.0,561.0,1783.0,1136.0,0.695,-44.24692371,-19.20036386,45.3,19185.42
294,Aracaju,SE,169830.0,169830.0,566369.0,388256.0,0.77,-37.04821264,-10.9072158,16498482.1,25717.68
295,Araçariguama,SP,4940.0,4940.0,11232.0,7458.0,0.7,-47.07154764,-23.43004085,2121496.97,103080.36
297,Aracati,CE,19811.0,12836.0,43879.0,28786.0,0.655,-37.7727526,-4.56706647,1214576.83,16595.3
298,Aracatu,BA,3657.0,1103.0,3933.0,2490.0,0.581,-41.46168532,-14.42663024,89349.49,6371.64
299,Araçatuba,SP,60701.0,59557.0,177356.0,119383.0,0.79,-50.43922607,-21.205476,6938552.5,35797.47
300,Araci,BA,13643.0,5643.0,19588.0,12021.0,0.534,-38.96095816,-11.33572788,391894.16,7043.77
301,Aracitaba,MG,701.0,580.0,1640.0,1025.0,0.66,-43.38155624,-21.33926874,22156.39,10490.71
302,Aracoiaba,CE,7042.0,3910.0,13713.0,8338.0,0.615,-38.80944097,-4.370393807,191000.11,7289.25
303,Araçoiaba,PE,4851.0,4100.0,16457.0,10397.0,0.59,-35.09396653,-7.785641873,128577.45,6414.12
305,Aracruz,ES,23158.0,20957.0,71122.0,47806.0,0.752,-40.27622338,-19.82327774,4609368.68,47644.02
306,Araçu,GO,1302.0,1154.0,3349.0,2132.0,0.693,-49.68168205,-16.35433481,51889.34,13826.1
307,Araçuaí,MG,9962.0,6599.0,23201.0,14711.0,0.66,-42.06420655,-16.8517814,365567.66,9796.28
308,Aragarças,GO,5814.0,5553.0,17403.0,11669.0,0.732,-52.24685473,-15.89776817,215076.23,10897.66
309,Aragoiânia,GO,2699.0,1775.0,5518.0,3602.0,0.684,-49.45090305,-16.9156396,99130.23,10318.54
310,Aragominas,TO,1694.0,647.0,2222.0,1342.0,0.593,-48.52343019,-7.164349271,63870.26,10849.37
311,Araguacema,TO,1844.0,885.0,2868.0,1683.0,0.639,-49.56181264,-8.801802544,94.61,13644.08
312,Araguaçu,TO,2938.0,1973.0,5832.0,3682.0,0.675,-49.82861244,-12.92558371,181312.44,20759.38
313,Araguaiana,MT,1087.0,745.0,1228.0,786.0,0.687,-51.83362165,-15.7312435,73050.14,23880.4
314,Araguaína,TO,43903.0,41682.0,142289.0,94139.0,0.752,-48.20870525,-7.19132894,3805223.09,21981.28
315,Araguainha,MT,387.0,330.0,944.0,578.0,0.701,-53.03561988,-16.85754554,18.48,19395.16
316,Araguanã,MA,2975.0,1187.0,5363.0,3031.0,0.53,-45.66879448,-2.949125623,77288.6,5090.81
317,Araguanã,TO,1397.0,937.0,3373.0,1971.0,0.604,-48.64374955,-6.58224942,66.86,11980.53
318,Araguapaz,GO,2578.0,1813.0,5167.0,3362.0,0.674,-50.63474241,-15.08853037,114657.17,14622.77
319,Araguari,MG,35535.0,33050.0,101933.0,67958.0,0.773,-48.19160538,-18.64826953,3923828.15,33574.01
320,Araguatins,TO,8166.0,5343.0,20031.0,11739.0,0.631,-48.12350734,-5.650586473,377258.07,10837.63
321,Araioses,MA,10275.0,3011.0,12310.0,7272.0,0.521,-41.89913945,-2.889255846,259.12,5672.48
322,Aral Moreira,MS,2605.0,1445.0,5340.0,3143.0,0.633,-55.63076145,-22.94788133,582036.49,50236.19
323,Aramari,BA,2686.0,1457.0,5105.0,3343.0,0.588,-38.50306635,-12.08818298,84.88,7455.45
324,Arambaré,RS,1336.0,1063.0,2897.0,1721.0,0.691,-51.50131825,-30.90934555,131687.12,35069.8
325,Arame,MA,6615.0,2926.0,12430.0,7115.0,0.512,-46.01363628,-4.886081505,222309.14,6929.19
326,Aramina,SP,1653.0,1541.0,4811.0,3189.0,0.74,-47.78601304,-20.08994421,125633.04,22763.73
327,Arandu,SP,1906.0,1442.0,4596.0,2976.0,0.685,-49.05097587,-23.13340712,131273.14,20640.43
328,Arantina,MG,932.0,864.0,2633.0,1659.0,0.7,-44.24695425,-21.91610423,53417.7,18567.15
329,Arapeí,SP,800.0,609.0,1836.0,1140.0,0.68,-44.44810656,-22.67479872,25888.72,10289.63
330,Arapiraca,AL,58426.0,49779.0,184819.0,118061.0,0.649,-36.65729651,-9.755907011,4012631.81,17245.95
331,Arapoema,TO,1961.0,1567.0,5417.0,3274.0,0.68,-49.07563739,-7.652569735,106400.22,15700.19
332,Araponga,MG,2373.0,962.0,3022.0,1941.0,0.536,-42.5262731,-20.66566173,83.03,9741.56
333,Arapongas,PR,33178.0,32481.0,97967.0,65768.0,0.748,-51.43827973,-23.41351653,4030757.91,34462.7
334,Araporã,MG,1796.0,1712.0,5848.0,3862.0,0.708,-49.19008664,-18.44190938,1081826.98,161058.06
335,Arapoti,PR,7970.0,6695.0,21650.0,13941.0,0.723,-49.8248285,-24.14656917,1042278.67,37589.39
336,Arapuá,MG,986.0,726.0,2074.0,1319.0,0.72,-46.15459777,-19.03385529,116945.59,40620.21
337,Arapuã,PR,1157.0,456.0,1334.0,779.0,0.68,-51.79131756,-24.30870239,97048.32,28678.58
338,Araputanga,MT,4839.0,3861.0,12121.0,7997.0,0.725,-58.34836715,-15.46814427,414408.86,25725.3
339,Araquari,SC,7240.0,6804.0,15727.0,10350.0,0.703,-48.69270741,-26.37595155,3203652.19,94595.1
340,Arara,PB,3918.0,2900.0,8899.0,4938.0,0.55,-35.75954172,-6.826191721,90.21,6708.35
341,Araranguá,SC,19827.0,16407.0,37937.0,25612.0,0.76,-49.48096652,-28.93575201,1573.1,23676.35
342,Araraquara,SP,68806.0,67088.0,200956.0,135953.0,0.815,-48.17443994,-21.7903595,8932.93,39065.74
343,Araras,SP,36348.0,34490.0,111624.0,75712.0,0.78,-47.38582953,-22.35708652,4997.49,38412.06
344,Ararendá,CE,3077.0,1500.0,4887.0,2831.0,0.59,-40.83109673,-4.751938272,65189.34,6036.05
345,Arari,MA,6948.0,4340.0,17938.0,11132.0,0.626,-44.77883465,-3.45917097,234791.03,8014.17
346,Araricá,RS,1689.0,1395.0,3996.0,2639.0,0.679,-50.92567661,-29.61724359,152051.95,28426.24
347,Araripe,CE,5552.0,3575.0,12713.0,7331.0,0.564,-40.13744581,-7.206183789,148549.6,6959.46
348,Araripina,PE,20644.0,13026.0,44831.0,27171.0,0.602,-40.50246057,-7.5781415,786673.23,9445.33
349,Araruama,RJ,35874.0,34329.0,105368.0,67071.0,0.718,-42.34109602,-22.87743839,2467325.53,19748.08
350,Araruna,PR,4358.0,3416.0,10473.0,6896.0,0.7,-52.4996181,-23.92820095,448453.31,31904.76
351,Araruna,PB,5233.0,2697.0,9280.0,5315.0,0.57,-35.73598051,-6.531447021,154891.71,7653.89
352,Arataca,BA,3052.0,1627.0,5579.0,3129.0,0.56,-39.41328157,-15.260873,97941.87,8373.25
353,Aratiba,RS,2167.0,1179.0,3290.0,2167.0,0.772,-52.30383195,-27.39444413,954870.73,144218.51
354,Aratuba,CE,2924.0,1002.0,3743.0,2262.0,0.622,-39.04755456,-4.416930645,93610.3,8284.1
355,Aratuípe,BA,2430.0,1570.0,5490.0,3370.0,0.575,-39.00291087,-13.08059654,67.35,7360.55
356,Arauá,SE,2970.0,1233.0,3388.0,2153.0,0.595,-37.61233743,-11.26450478,111428.67,10645.71
357,Araucária,PR,35508.0,32832.0,107927.0,73194.0,0.74,-49.4019397,-25.591645,16978800.76,125342.73
358,Araújos,MG,2459.0,2117.0,6751.0,4441.0,0.698,-45.16670228,-19.94678534,266087.61,29947.96
359,Araxá,MG,29333.0,28856.0,88054.0,60012.0,0.772,-46.94000989,-19.5913298,4761350.29,46098.25
360,Arceburgo,MG,2874.0,2473.0,8131.0,5335.0,0.68,-46.94435413,-21.36018148,262618.13,25063.77
361,Arco-Íris,SP,582.0,376.0,1097.0,709.0,0.722,-50.46491087,-21.77391403,51987.15,27756.09
362,Arcos,MG,11580.0,10709.0,33752.0,23273.0,0.75,-45.54363187,-20.28256312,1097.43,27757.15
363,Arcoverde,PE,20183.0,18528.0,62015.0,38100.0,0.667,-37.05650556,-8.4239405,950623.64,12994.83
364,Areado,MG,4500.0,3769.0,11478.0,7426.0,0.727,-46.14655947,-21.35838236,217090.78,14617.92
365,Areal,RJ,3505.0,3062.0,9896.0,6494.0,0.684,-43.10106981,-22.236912,316276.57,26229.6
366,Arealva,SP,2663.0,2111.0,6154.0,3819.0,0.74,-48.9204148,-22.0247675,170.71,20317.67
367,Areia,PB,6355.0,4068.0,14513.0,8880.0,0.594,-35.7033914,-6.965515,207750.12,9056.24
368,Areia Branca,RN,7262.0,5834.0,20275.0,13178.0,0.682,-37.13127172,-4.952897631,493891.88,18173.83
369,Areia Branca,SE,4615.0,2173.0,7931.0,4961.0,0.579,-37.3133626,-10.75819225,179.34,9784.32
371,Areial,PB,1964.0,1448.0,4588.0,2725.0,0.608,-35.92280943,-7.049961089,51.09,7364.21
372,Areias,SP,1083.0,726.0,2431.0,1528.0,0.7,-44.69943201,-22.58219389,37753.13,9757.85
373,Areiópolis,SP,3035.0,2714.0,9390.0,6204.0,0.695,-48.66559456,-22.67394045,129808.97,11717.73
374,Arenápolis,MT,3296.0,3113.0,9710.0,6296.0,0.7,-56.84448924,-14.45552167,165243.58,17256.01
375,Arenópolis,GO,1202.0,729.0,1858.0,1193.0,0.687,-51.56002949,-16.38754562,92640.85,30767.47
376,Arês,RN,3456.0,2160.0,9880.0,6201.0,0.606,-35.1606361,-6.193712274,261890.18,18474.19
377,Argirita,MG,938.0,719.0,2192.0,1336.0,0.643,-42.83644677,-21.60755451,30586.4,10642.45
378,Aricanduva,MG,1302.0,499.0,1684.0,1051.0,0.58,-42.55923105,-17.86776294,37979.89,7366.15
379,Arinos,MG,5227.0,3294.0,10806.0,6623.0,0.66,-46.10775214,-15.92177169,204199.16,11200.04
380,Aripuanã,MT,5325.0,3356.0,10874.0,7029.0,0.675,-59.44861638,-10.1725237,688.19,32753.74
381,Ariquemes,RO,27236.0,22971.0,69068.0,46000.0,0.7,-63.03326928,-9.908462867,2183383.2,20618.18
382,Ariranha,SP,2692.0,2557.0,8065.0,5342.0,0.733,-48.78833656,-21.18612744,654029.69,69837.66
385,Armazém,SC,2461.0,1581.0,4863.0,3184.0,0.77,-49.01291108,-28.25870547,165971.54,19685.87
386,Arneiroz,CE,2112.0,1145.0,3867.0,2345.0,0.618,-40.16144371,-6.319425803,50495.36,6495.42
387,Aroazes,PI,1612.0,994.0,3425.0,1998.0,0.583,-41.79745334,-6.112850256,43294.81,7522.99
388,Aroeiras,PB,5432.0,2829.0,9504.0,5372.0,0.55,-35.71559295,-7.548462023,137124.57,7150.1
390,Arraial,PI,1250.0,665.0,2433.0,1475.0,0.56,-42.53656662,-6.650827027,32304.19,6929.25
392,Arraias,TO,3170.0,2147.0,7276.0,4359.0,0.65,-46.94610706,-12.93441986,143.07,13306.15
398,Arroio Grande,RS,6475.0,5613.0,14355.0,8940.0,0.657,-53.08224835,-32.23634413,496710.29,26232.39
399,Arroio Trinta,SC,1143.0,801.0,2312.0,1567.0,0.764,-51.33412392,-26.93256486,89985.64,25248.49
400,Artur Nogueira,SP,13486.0,12195.0,40120.0,27087.0,0.75,-47.16430115,-22.57134301,991268.62,19388.74
401,Aruanã,GO,2378.0,1979.0,5798.0,3718.0,0.675,-51.08088515,-14.90333238,162663.97,18184.9
402,Arujá,SP,21433.0,20616.0,71717.0,48051.0,0.784,-46.3204896,-23.39582674,4730400.22,55521.78
404,Arvorezinha,RS,3216.0,2076.0,6258.0,4018.0,0.69,-52.17951194,-28.87304939,244616.22,23066.12
405,Ascurra,SC,2361.0,2041.0,6447.0,4344.0,0.742,-49.38636343,-26.95477584,157.71,20143.89
407,Assaí,PR,5309.0,4423.0,13547.0,8597.0,0.728,-50.84162349,-23.37271791,394.93,24523.78
408,Assaré,CE,6415.0,3614.0,11910.0,6958.0,0.6,-39.87127475,-6.872607112,150978.28,6510.21
409,Assis,SP,31152.0,30365.0,90768.0,60150.0,0.805,-50.41751004,-22.66283502,2855490.0,27921.64
410,Assis Brasil,AC,1458.0,996.0,3651.0,2201.0,0.588,-69.56345917,-10.94286568,83.28,12134.14
411,Assis Chateaubriand,PR,11171.0,9854.0,24185.0,15482.0,0.73,-53.52123693,-24.40853008,1157043.55,33984.71
412,Assunção,PB,1046.0,872.0,2841.0,1745.0,0.609,-36.73318748,-7.076326944,34.97,9023.06
414,Astolfo Dutra,MG,4103.0,3757.0,11854.0,7867.0,0.69,-42.85964431,-21.31120385,277476.2,19777.35
415,Astorga,PR,8130.0,7470.0,22103.0,14419.0,0.747,-51.66967926,-23.23671197,621806.48,23835.88
416,Atalaia,AL,11108.0,5818.0,24263.0,14633.0,0.561,-36.02142732,-9.501386747,670060.67,14098.23
417,Atalaia,PR,1301.0,1131.0,3345.0,2184.0,0.736,-52.05570114,-23.1515871,110925.86,27717.61
419,Atalanta,SC,1072.0,462.0,1367.0,913.0,0.733,-49.77945667,-27.420536,96915.78,29655.99
420,Ataléia,MG,4403.0,2265.0,7176.0,4322.0,0.588,-41.11055839,-18.04591981,147331.11,10601.65
421,Atibaia,SP,38396.0,35149.0,97295.0,64074.0,0.765,-46.5550625,-23.116308,5871979.97,42412.58
423,Augustinópolis,TO,4316.0,3609.0,13119.0,7899.0,0.67,-47.88095679,-5.465414296,222590.72,12462.39
424,Augusto Corrêa,PA,8866.0,4108.0,18233.0,10301.0,0.52,-46.64164579,-1.02292101,309292.57,6993.3
426,Augusto Pestana,RS,2541.0,1364.0,3649.0,2281.0,0.743,-53.98947008,-28.51335199,298334.28,41918.54
427,Augusto Severo,RN,2614.0,1500.0,4991.0,3098.0,0.621,-37.30887256,-5.858114424,77320.54,7936.82
430,Auriflama,SP,4723.0,4316.0,12926.0,8609.0,0.773,-50.55395933,-20.6873349,292085.27,19441.24
431,Aurilândia,GO,1363.0,1045.0,2773.0,1801.0,0.7,-50.46476576,-16.67672529,55.83,16113.79
432,Aurora,CE,7107.0,3543.0,11782.0,7176.0,0.605,-38.97699088,-6.940391832,175870.19,7164.34
433,Aurora,SC,1734.0,623.0,1929.0,1284.0,0.733,-49.64362791,-27.29902949,147849.93,26025.33
436,Autazes,AM,6556.0,2958.0,13794.0,7506.0,0.58,-59.13356709,-3.578663642,287716.75,7621.23
437,Avaí,SP,1433.0,1083.0,3288.0,2118.0,0.71,-49.33681504,-22.15677212,283506.56,53431.32
438,Avanhandava,SP,3075.0,2905.0,9549.0,6175.0,0.705,-49.9426973,-21.46087056,337181.78,26101.7
439,Avaré,SP,26257.0,25146.0,77358.0,50531.0,0.767,-48.92326319,-23.1031935,2492.53,28025.47
440,Aveiro,PA,3159.0,711.0,3772.0,2049.0,0.541,-55.33073439,-3.605595259,122582.81,7685.44
441,Avelino Lopes,PI,3100.0,1960.0,6708.0,3955.0,0.55,-43.94151014,-10.13474501,71034.61,6192.54
442,Avelinópolis,GO,853.0,648.0,1872.0,1215.0,0.66,-49.75422584,-16.46193869,45989.68,18425.35
443,Axixá,MA,2548.0,1061.0,4697.0,2851.0,0.64,-44.05458581,-2.837796837,69979.01,5873.19
445,Babaçulândia,TO,2509.0,1229.0,4904.0,3049.0,0.642,-47.75881613,-7.201864532,101634.46,9459.65
446,Bacabal,MA,26271.0,20685.0,77718.0,47824.0,0.65,-44.78155596,-4.23152463,1127971.67,10949.06
447,Bacabeira,MA,3664.0,825.0,3319.0,2054.0,0.629,-44.31542299,-2.985824779,344.31,20480.16
448,Bacuri,MA,4219.0,2248.0,8673.0,5093.0,0.578,-45.13734894,-1.724046318,95450.85,5489.47
449,Bacurituba,MA,1398.0,382.0,1423.0,864.0,0.537,-44.73574201,-2.710871977,33523.03,6046.72
450,Bady Bassitt,SP,4714.0,4397.0,13654.0,9209.0,0.746,-49.44857371,-20.91856378,320650.88,19311.66
451,Baependi,MG,5611.0,4108.0,13077.0,8515.0,0.68,-44.89037066,-21.95761081,270477.5,14049.32
452,Bagé,RS,38516.0,32652.0,108777.0,69192.0,0.74,-54.10708329,-31.33050184,2675247.34,21930.77
453,Bagre,PA,4057.0,1821.0,10608.0,5763.0,0.471,-50.22198692,-1.88980806,167.84,5774.67
455,Baía Formosa,RN,2173.0,1819.0,7090.0,4368.0,0.609,-35.00903618,-6.369992304,131.15,14182.44
456,Baianópolis,BA,3835.0,1017.0,3481.0,2153.0,0.589,-44.53609805,-12.3041247,128079.4,8980.47
457,Baião,PA,8024.0,4070.0,18500.0,11136.0,0.578,-49.67275337,-2.791961861,337838.92,7514.88
458,Baixa Grande,BA,5727.0,2483.0,8309.0,5057.0,0.585,-40.16686091,-11.95935749,137300.31,6418.0
460,Baixio,CE,1717.0,958.0,3295.0,2054.0,0.627,-38.72012592,-6.727162049,42.0,6758.78
461,Baixo Guandu,ES,9353.0,7250.0,22368.0,14211.0,0.7,-41.01206774,-19.51424613,657362.84,20780.92
463,Baldim,MG,2548.0,1623.0,5023.0,3115.0,0.67,-43.95704064,-19.2864373,102244.14,12683.8
464,Baliza,GO,1270.0,381.0,1082.0,701.0,0.655,-52.54274494,-16.20163667,72209.3,15828.43
467,Balneário Camboriú,SC,39333.0,39333.0,90291.0,63678.0,0.845,-48.63461748,-26.99181861,4930413.26,37429.03
469,Balneário Piçarras,SC,5426.0,4961.0,11436.0,7406.0,0.76,-48.67505135,-26.76917054,594464.32,27970.84
470,Balneário Pinhal,RS,3786.0,3744.0,10323.0,5933.0,0.696,-50.23670108,-30.23975093,194967.12,15606.11
472,Balsa Nova,PR,3525.0,2132.0,6869.0,4600.0,0.696,-49.63175599,-25.57849781,606278.72,48615.08
473,Bálsamo,SP,2758.0,2536.0,7472.0,4907.0,0.76,-49.57932769,-20.73826378,177044.54,20025.4
474,Balsas,MA,21319.0,18675.0,72567.0,45336.0,0.687,-46.03899267,-7.53116999,2393124.92,25591.91
475,Bambuí,MG,8008.0,6761.0,19119.0,12649.0,0.741,-45.97904481,-20.01189169,580882.17,24268.14
476,Banabuiú,CE,4587.0,2425.0,8748.0,5254.0,0.606,-38.9257848,-5.315047304,141751.66,7889.12
477,Bananal,SP,3285.0,2641.0,8098.0,5112.0,0.733,-44.32333013,-22.682616,217165.76,20068.92
478,Bananeiras,PB,5940.0,2454.0,9213.0,5561.0,0.568,-35.6315999,-6.749637275,228586.2,10784.91
479,Bandeira,MG,1520.0,734.0,1789.0,1077.0,0.599,-40.55888642,-15.88497698,45182.51,9034.7
481,Bandeirante,SC,903.0,303.0,928.0,550.0,0.672,-53.64104959,-26.7689379,62752.6,22581.0
482,Bandeirantes,PR,10083.0,8907.0,28258.0,18299.0,0.727,-50.37187302,-23.0924805,691224.02,21227.93
483,Bandeirantes,MS,2345.0,1588.0,4498.0,2851.0,0.68,-54.36319389,-19.9209203,323593.95,47706.61
485,Bannach,PA,982.0,361.0,1256.0,779.0,0.594,-50.40604712,-7.351072192,79.6,24621.05
486,Banzaê,BA,2664.0,1183.0,4031.0,2418.0,0.579,-38.61186963,-10.57409194,82.16,5980.19
487,Barão,RS,1851.0,981.0,2969.0,2034.0,0.748,-51.49753768,-29.38086407,182561.83,29997.01
495,Baraúna,RN,6770.0,4312.0,15695.0,9756.0,0.574,-37.6181802,-5.076618105,505821.71,18282.49
496,Baraúna,PB,1300.0,1008.0,3187.0,1907.0,0.56,-36.25304135,-6.642405035,37128.91,7666.51
497,Barbacena,MG,39569.0,36510.0,114563.0,76931.0,0.769,-43.77619332,-21.22491538,2565190.32,18885.44
498,Barbalha,CE,14707.0,10303.0,37970.0,23747.0,0.68,-39.30231637,-7.307172127,854919.92,14406.42
499,Barbosa,SP,2105.0,1797.0,5566.0,3514.0,0.7,-49.95398852,-21.25902592,100122.95,13925.31
500,Barbosa Ferraz,PR,4240.0,3252.0,9527.0,5833.0,0.696,-52.00711669,-24.02771547,201086.45,16225.81
501,Barcarena,PA,24907.0,8870.0,38560.0,24268.0,0.662,-48.62707289,-1.505767005,5012996.94,42290.57
502,Barcelona,RN,1141.0,539.0,1755.0,1068.0,0.57,-35.92679453,-5.948131848,32910.85,8096.15
503,Barcelos,AM,3971.0,2354.0,10901.0,6490.0,0.5,-62.92566966,-0.972801053,157192.89,5697.67
504,Bariri,SP,10000.0,9512.0,29861.0,19126.0,0.75,-48.74152477,-22.071978,1424.98,41510.78
505,Barra,BA,11507.0,5427.0,22410.0,13341.0,0.557,-43.14363855,-11.08895482,349673.81,6408.63
506,Barra Bonita,SP,11184.0,10959.0,34435.0,23528.0,0.79,-48.56322923,-22.4911455,1385045.77,38128.22
507,Barra Bonita,SC,578.0,101.0,279.0,163.0,0.701,-53.44130254,-26.6522936,38443.08,21793.13
508,Barra D'Alcântara,PI,1180.0,648.0,2024.0,1208.0,0.58,-42.10500208,-6.518873072,28428.11,7311.76
533,Barra Funda,RS,719.0,477.0,1516.0,1023.0,0.763,-53.03629667,-27.92382585,114552.41,45693.02
534,Barra Longa,MG,1943.0,756.0,2304.0,1483.0,0.624,-43.03719671,-20.2836359,68872.5,12061.73
535,Barra Mansa,RJ,56577.0,56081.0,175834.0,117547.0,0.73,-44.17243137,-22.54530113,4745.68,26346.46
536,Barra Velha,SC,7102.0,6790.0,12750.0,8083.0,0.738,-48.68386427,-26.63436141,1299363.06,47982.39
537,Barracão,PR,2936.0,2160.0,6974.0,4538.0,0.706,-53.63500027,-26.25260284,251987.85,24529.14
538,Barracão,RS,1813.0,1058.0,3030.0,1904.0,0.71,-51.46015146,-27.68022987,210628.96,38442.96
539,Barras,PI,11332.0,5765.0,22070.0,13588.0,0.595,-42.29533986,-4.243093354,347271.55,7518.49
540,Barreira,CE,5545.0,2363.0,8108.0,5092.0,0.616,-38.63850183,-4.288762267,145126.22,6965.5
541,Barreiras,BA,38674.0,34945.0,123286.0,82892.0,0.721,-45.00416844,-12.14492489,3358.64,21596.35
543,Barreirinha,AM,4448.0,2285.0,11688.0,6203.0,0.574,-57.06775049,-2.798149837,219595.23,7059.8
544,Barreirinhas,MA,12242.0,5323.0,21952.0,13287.0,0.57,-42.82780251,-2.750085949,448872.79,7284.41
545,Barreiros,PE,10663.0,9037.0,32045.0,19892.0,0.586,-35.19908599,-8.81413799,410872.28,9706.18
546,Barretos,SP,36188.0,35028.0,108225.0,72169.0,0.789,-48.56737784,-20.55845552,4419155.37,36842.26
547,Barrinha,SP,8428.0,8327.0,28127.0,18853.0,0.725,-48.16281352,-21.1917435,479540.04,15185.41
548,Barro,CE,6110.0,3835.0,13130.0,7998.0,0.599,-38.77988065,-7.168208727,155882.84,6971.19
549,Barro Alto,GO,2519.0,1736.0,6170.0,4076.0,0.742,-48.91570708,-14.9737086,794.97,77671.72
550,Barro Alto,BA,3992.0,1979.0,6703.0,4063.0,0.607,-41.91209606,-11.76106392,82381.87,5458.28
551,Barro Duro,PI,1848.0,1383.0,4771.0,2898.0,0.612,-42.51337782,-5.812359708,56508.42,8154.17
552,Barro Preto,BA,1957.0,1604.0,5293.0,3311.0,0.602,-39.47333467,-14.80975439,60139.29,9445.47
553,Barrocas,BA,3880.0,1615.0,5683.0,3718.0,0.61,-39.07866888,-11.52911285,250869.16,15517.36
554,Barrolândia,TO,1574.0,1313.0,4390.0,2692.0,0.642,-48.73146059,-9.831653365,71715.33,12756.2
555,Barroquinha,CE,3707.0,2600.0,9729.0,5809.0,0.57,-41.13948154,-3.009116746,96733.29,6512.27
556,Barros Cassal,RS,3593.0,1208.0,3469.0,2121.0,0.65,-52.58775212,-29.08770436,184295.8,16048.05
557,Barroso,MG,6071.0,5878.0,18874.0,12440.0,0.73,-43.97538112,-21.176287,313918.82,15099.51
558,Barueri,SP,71821.0,71821.0,235508.0,161351.0,0.79,-46.87465289,-23.508902,47088301.58,177735.3
559,Bastos,SP,6356.0,5537.0,17595.0,11536.0,0.75,-50.73487086,-21.92103747,822429.29,39033.19
560,Bataguassu,MS,6278.0,4786.0,15091.0,10077.0,0.71,-52.4254366,-21.71528844,746254.8,33791.65
561,Batalha,AL,4415.0,3182.0,11768.0,7189.0,0.594,-37.12709189,-9.674593028,164.01,8803.02
562,Batalha,PI,6923.0,2740.0,10285.0,6271.0,0.545,-42.07521873,-4.020412336,164696.19,6243.46
563,Batatais,SP,17751.0,15783.0,49020.0,32267.0,0.76,-47.58610673,-20.8919295,1662.1,27229.67
564,Batayporã,MS,3482.0,2640.0,7971.0,5030.0,0.684,-53.27480699,-22.29587997,344659.66,30696.44
565,Baturité,CE,9177.0,6861.0,20207.0,12286.0,0.619,-38.88002138,-4.331205156,300254.26,8541.11
566,Bauru,SP,109918.0,109134.0,336374.0,224032.0,0.8,-49.08300087,-22.3251225,13141085.58,35577.22
567,Bayeux,PB,27963.0,27714.0,92306.0,60207.0,0.649,-34.92918582,-7.132276485,1226408.79,12697.98
568,Bebedouro,SP,23744.0,22668.0,70983.0,46885.0,0.78,-48.47736217,-20.94981552,3220043.88,41444.67
569,Beberibe,CE,14094.0,6301.0,18694.0,11978.0,0.638,-38.12327304,-4.174763221,635112.99,12047.14
570,Bela Cruz,CE,8042.0,3619.0,12922.0,7954.0,0.623,-40.16684291,-3.055106724,204787.51,6351.38
571,Bela Vista,MS,6718.0,5604.0,14301.0,8879.0,0.698,-56.53131457,-22.11597618,480969.39,19855.9
579,Belágua,MA,1277.0,647.0,3229.0,1687.0,0.512,-43.51006164,-3.156772228,41588.65,5658.32
580,Belém,PA,369222.0,365974.0,1370089.0,924038.0,0.746,-48.48782569,-1.459845,29426953.03,20350.0
581,Belém,PB,5165.0,4379.0,14041.0,8336.0,0.59,-35.53627408,-6.69404261,154252.57,8744.48
582,Belém,AL,1308.0,533.0,2340.0,1411.0,0.593,-36.49449799,-9.568648231,36302.54,8036.87
588,Belmiro Braga,MG,1089.0,375.0,1316.0,780.0,0.66,-43.41572077,-21.9501313,52237.96,14916.61
589,Belmonte,BA,6442.0,3404.0,11305.0,6708.0,0.598,-38.88030324,-15.86139649,284368.39,11902.74
590,Belmonte,SC,796.0,401.0,1273.0,792.0,0.705,-53.58097723,-26.84458635,49.6,18336.12
591,Belo Campo,BA,4364.0,2587.0,8973.0,5391.0,0.575,-41.26003348,-15.0334962,118405.53,6466.01
592,Belo Horizonte,MG,762924.0,762924.0,2263631.0,1553724.0,0.81,-43.92645317,-19.93752429,88277462.53,35122.01
593,Belo Jardim,PE,22226.0,18167.0,60186.0,37657.0,0.629,-36.42003508,-8.335295439,1567877.6,20703.79
594,Belo Monte,AL,1814.0,323.0,1166.0,701.0,0.517,-37.27843866,-9.826988855,65746.88,9688.61
595,Belo Oriente,MG,6795.0,5729.0,19607.0,12626.0,0.69,-42.4872826,-19.224645,1389530.2,53660.17
596,Belo Vale,MG,2474.0,1074.0,3292.0,2118.0,0.655,-44.02852765,-20.40665787,131338.0,16775.83
597,Belterra,PA,4004.0,1792.0,6851.0,4012.0,0.588,-54.94267474,-2.649020169,151436.09,8832.67
598,Beneditinos,PI,2774.0,1772.0,6239.0,3729.0,0.557,-42.3706167,-5.44760286,63992.5,6378.84
599,Benedito Leite,MA,1424.0,710.0,2808.0,1717.0,0.546,-44.5598568,-7.218799795,36142.65,6542.84
600,Benedito Novo,SC,3174.0,1811.0,5787.0,3873.0,0.74,-49.36440275,-26.77750757,255781.38,22641.53
601,Benevides,PA,13697.0,7569.0,29316.0,18885.0,0.665,-48.24183645,-1.361437515,1289648.08,21553.05
602,Benjamin Constant,AM,4450.0,3770.0,15462.0,8766.0,0.574,-70.02734843,-4.374989019,266870.29,6602.92
605,Bento Fernandes,RN,1311.0,591.0,2060.0,1257.0,0.58,-35.82169889,-5.692383318,40575.48,7386.76
606,Bento Gonçalves,RS,36519.0,34053.0,97279.0,68213.0,0.778,-51.51556031,-29.16740193,5442.64,47657.58
